	    ID 	             X 	              Y 	              Z 	  DX 	  DY 	  DZ 	  BV 	        AbsMag 	
	  2323 	  20377.591997 	 -83062.6164206 	 -47623.4301826 	 0.0 	 0.0 	 0.0 	 0.0 	 17.3226847078 	
	  2324 	 18535.0336371 	 -72992.9716781 	 -41915.9485031 	 0.0 	 0.0 	 0.0 	 0.0 	 18.3068370858 	
	  2325 	 19439.5027898 	 -76420.2089907 	 -43832.3843594 	 0.0 	 0.0 	 0.0 	 0.0 	 18.6565130472 	
	  2326 	 17045.4275547 	 -67596.9889101 	 -38521.4835513 	 0.0 	 0.0 	 0.0 	 0.0 	   15.39724253 	
	  2327 	 11194.4047484 	 -45179.7540956 	 -25888.9455038 	 0.0 	 0.0 	 0.0 	 0.0 	 19.8132106938 	
	  2328 	 29264.6658116 	   -118576.7357 	 -67760.4222264 	 0.0 	 0.0 	 0.0 	 0.0 	 15.7496191709 	
	  2329 	 7780.24667187 	 -29497.1113087 	 -17105.1366818 	 0.0 	 0.0 	 0.0 	 0.0 	 19.0957323483 	
	  2330 	  12820.970115 	 -48788.2879011 	 -28225.6191408 	 0.0 	 0.0 	 0.0 	 0.0 	 19.1727364144 	
	  2331 	 15667.9669611 	 -59721.7079888 	 -34568.3365482 	 0.0 	 0.0 	 0.0 	 0.0 	 18.8421366597 	
	  2332 	 21050.0865629 	 -80359.9846193 	 -46422.5725203 	 0.0 	 0.0 	 0.0 	 0.0 	  18.157561655 	
	  2333 	  18466.724455 	 -71635.3558216 	 -40999.2031397 	 0.0 	 0.0 	 0.0 	 0.0 	 18.9704593823 	
	  2334 	 3088.51976071 	 -11308.9529261 	 -6422.04739092 	 0.0 	 0.0 	 0.0 	 0.0 	 19.2710037024 	
	  2335 	 20834.8379421 	 -75799.3248753 	 -42957.6927801 	 0.0 	 0.0 	 0.0 	 0.0 	 17.6499847218 	
	  2336 	 22721.4430994 	 -83334.4267826 	 -47109.5026715 	 0.0 	 0.0 	 0.0 	 0.0 	 18.0289078425 	
	  2337 	 20791.2677742 	 -76222.1564372 	 -43073.8788939 	 0.0 	 0.0 	 0.0 	 0.0 	 17.4902515967 	
	  2338 	 6460.18388584 	 -24080.6401521 	 -13650.8828339 	 0.0 	 0.0 	 0.0 	 0.0 	 17.6256315808 	
	  2339 	 30992.4990159 	 -116905.183149 	 -66020.6314383 	 0.0 	 0.0 	 0.0 	 0.0 	  16.991327794 	
	  2340 	 23513.8137416 	 -87991.9855826 	 -49450.6712286 	 0.0 	 0.0 	 0.0 	 0.0 	 17.2263163285 	
	  2341 	 30622.7624167 	 -113037.585938 	 -63700.0361905 	 0.0 	 0.0 	 0.0 	 0.0 	 15.7204938017 	
	  2342 	 24589.0082511 	  -91220.938767 	 -51380.7369836 	 0.0 	 0.0 	 0.0 	 0.0 	 14.9469619612 	
	  2343 	    11871.8589 	 -45974.8961836 	 -26167.1216546 	 0.0 	 0.0 	 0.0 	 0.0 	 17.2646928655 	
	  2344 	 16306.9713412 	 -62003.5578914 	  -35034.970071 	 0.0 	 0.0 	 0.0 	 0.0 	 18.6467857712 	
	  2345 	 25965.6274461 	 -101149.377725 	 -56681.5176263 	 0.0 	 0.0 	 0.0 	 0.0 	 15.6289938131 	
	  2346 	 19224.9134929 	 -75035.9003723 	  -42022.352088 	 0.0 	 0.0 	 0.0 	 0.0 	 18.4892497182 	
	  2347 	 5326.33227777 	 -20186.6235457 	 -11379.3297353 	 0.0 	 0.0 	 0.0 	 0.0 	 18.1624677355 	
	  2348 	 17432.1084433 	 -65734.3443305 	 -36831.7018224 	 0.0 	 0.0 	 0.0 	 0.0 	  17.009893017 	
	  2349 	 34844.4786961 	 -133649.155472 	 -74823.9824635 	 0.0 	 0.0 	 0.0 	 0.0 	 16.0709316814 	
	  2350 	 10134.0253903 	 -38547.4051971 	 -21550.1320518 	 0.0 	 0.0 	 0.0 	 0.0 	 17.7898697926 	
	  2351 	 12127.5415596 	 -46227.1860409 	 -25716.5609909 	 0.0 	 0.0 	 0.0 	 0.0 	 17.3838424231 	
	  2352 	 8241.16395148 	 -31646.4850668 	 -17545.7258805 	 0.0 	 0.0 	 0.0 	 0.0 	 19.6914342109 	
	  2353 	 25821.2867362 	 -98320.5503239 	 -54257.6613874 	 0.0 	 0.0 	 0.0 	 0.0 	 15.8908527245 	
	  2354 	 10550.0186838 	 -44501.9633825 	 -25398.5860299 	 0.0 	 0.0 	 0.0 	 0.0 	 17.1716377242 	
	  2355 	 24330.6266718 	 -101104.245057 	 -57839.2518027 	 0.0 	 0.0 	 0.0 	 0.0 	 14.1521529772 	
	  2356 	 23112.1077337 	 -95874.4811688 	 -54741.5324794 	 0.0 	 0.0 	 0.0 	 0.0 	 17.3373659098 	
	  2357 	 24077.7720627 	 -100362.084296 	 -57012.9784532 	 0.0 	 0.0 	 0.0 	 0.0 	 16.5504148693 	
	  2358 	 24692.3431388 	 -104979.283548 	 -59534.3955618 	 0.0 	 0.0 	 0.0 	 0.0 	 15.8973229539 	
	  2359 	 6107.55165368 	 -25583.0921363 	 -14422.0167482 	 0.0 	 0.0 	 0.0 	 0.0 	 18.3806579962 	
	  2360 	 26632.1718845 	 -108773.362074 	 -61572.3909697 	 0.0 	 0.0 	 0.0 	 0.0 	 15.8965705285 	
	  2361 	 26027.7808735 	 -107197.223359 	  -60403.307741 	 0.0 	 0.0 	 0.0 	 0.0 	 13.4869363979 	
	  2362 	 25694.4471527 	 -103090.003099 	 -58067.8784054 	 0.0 	 0.0 	 0.0 	 0.0 	 17.0435351589 	
	  2363 	  11479.548697 	 -47766.0965472 	 -26876.2747932 	 0.0 	 0.0 	 0.0 	 0.0 	 19.4219515981 	
	  2364 	  13159.009862 	 -54316.1624308 	 -30571.4667073 	 0.0 	 0.0 	 0.0 	 0.0 	 18.5687309789 	
	  2365 	 29566.4619622 	 -120455.707861 	 -67488.4658659 	 0.0 	 0.0 	 0.0 	 0.0 	 15.6623817231 	
	  2366 	 8654.06555881 	 -35745.0748115 	 -19939.8122701 	 0.0 	 0.0 	 0.0 	 0.0 	 19.2960160594 	
	  2367 	 17948.8146836 	 -77150.6175514 	 -43474.1122063 	 0.0 	 0.0 	 0.0 	 0.0 	 17.7921293817 	
	  2368 	 22246.4893006 	 -96311.5379306 	 -54156.9412198 	 0.0 	 0.0 	 0.0 	 0.0 	 15.4882097015 	
	  2369 	 23284.2929826 	 -101284.272429 	 -56970.4504523 	 0.0 	 0.0 	 0.0 	 0.0 	 17.9154762165 	
	  2370 	 5402.83365315 	 -23059.1261104 	  -12982.374753 	 0.0 	 0.0 	 0.0 	 0.0 	 18.1165482082 	
	  2371 	 16639.8177399 	 -71785.5332068 	 -40287.6688159 	 0.0 	 0.0 	 0.0 	 0.0 	 19.1364550625 	
	  2372 	 4630.69597437 	 -19702.0665627 	  -11019.869953 	 0.0 	 0.0 	 0.0 	 0.0 	  19.160723536 	
	  2373 	 16485.6527482 	  -71129.368455 	 -39747.3409185 	 0.0 	 0.0 	 0.0 	 0.0 	 17.6056106035 	
	  2374 	 20722.9488841 	 -89906.3049757 	 -49735.9317007 	 0.0 	 0.0 	 0.0 	 0.0 	 15.1213252302 	
	  2375 	 11364.3635525 	  -47959.497167 	 -26788.0890049 	 0.0 	 0.0 	 0.0 	 0.0 	 19.4444884252 	
	  2376 	 5575.82632372 	 -23052.6359688 	 -12722.4885029 	 0.0 	 0.0 	 0.0 	 0.0 	 19.9683773572 	
	  2377 	 18896.3479591 	 -80208.6350107 	  -44076.036236 	 0.0 	 0.0 	 0.0 	 0.0 	  17.549268799 	
	  2378 	 10307.7913791 	  -43797.289438 	 -24070.2627836 	 0.0 	 0.0 	 0.0 	 0.0 	 15.7848003497 	
	  2379 	 20025.3913438 	 -84862.4984737 	 -46461.9094174 	 0.0 	 0.0 	 0.0 	 0.0 	   17.88359284 	
	  2380 	 15962.1541194 	 -63934.1748269 	 -35327.6826205 	 0.0 	 0.0 	 0.0 	 0.0 	 18.7801876323 	
	  2381 	 25445.5508382 	 -98691.0088362 	 -54433.9650327 	 0.0 	 0.0 	 0.0 	 0.0 	 17.0382282054 	
	  2382 	  4203.4599742 	 -16518.3134825 	 -9107.14348206 	 0.0 	 0.0 	 0.0 	 0.0 	 18.8767419033 	
	  2383 	   31444.97552 	 -120443.771657 	 -65797.9323849 	 0.0 	 0.0 	 0.0 	 0.0 	  17.687544651 	
	  2384 	 36446.9831757 	 -144162.927302 	 -78738.7320038 	 0.0 	 0.0 	 0.0 	 0.0 	 16.4199663475 	
	  2385 	 20014.0451597 	 -78481.8721234 	 -42618.7881916 	 0.0 	 0.0 	 0.0 	 0.0 	 17.5834968637 	
	  2386 	 6538.93865924 	 -26679.4840536 	 -14541.9755043 	 0.0 	 0.0 	 0.0 	 0.0 	 20.1940280115 	
	  2387 	 22648.8955582 	 -93892.3967254 	 -51109.1306149 	 0.0 	 0.0 	 0.0 	 0.0 	 18.0955147321 	
	  2388 	 14559.4841433 	 -59280.6735808 	 -32124.6202293 	 0.0 	 0.0 	 0.0 	 0.0 	 17.3969670208 	
	  2389 	 12891.8333357 	 -53241.7618824 	  -28923.191257 	 0.0 	 0.0 	 0.0 	 0.0 	 16.2186909388 	
	  2390 	 17754.7445585 	 -69821.3287323 	 -37851.7653791 	 0.0 	 0.0 	 0.0 	 0.0 	  18.843380435 	
	  2391 	 4934.20883841 	 -20004.4166191 	  -10821.370919 	 0.0 	 0.0 	 0.0 	 0.0 	 20.0525095326 	
	  2392 	 5304.56654251 	 -21452.8213812 	 -11512.3337627 	 0.0 	 0.0 	 0.0 	 0.0 	 18.7576354083 	
	  2393 	 14894.0752362 	 -49197.5031857 	 -29508.4848541 	 0.0 	 0.0 	 0.0 	 0.0 	 19.0483191054 	
	  2394 	 13344.9028327 	 -43521.0012339 	  -25835.901705 	 0.0 	 0.0 	 0.0 	 0.0 	   18.96456023 	
	  2395 	 15686.9243513 	 -52065.4630094 	 -31082.4668561 	 0.0 	 0.0 	 0.0 	 0.0 	  19.033526161 	
	  2396 	 12288.5754711 	 -40689.9786336 	  -24190.324425 	 0.0 	 0.0 	 0.0 	 0.0 	 17.6994306372 	
	  2397 	 9965.86551087 	 -32784.2813467 	 -19431.8179777 	 0.0 	 0.0 	 0.0 	 0.0 	 18.2804486894 	
	  2398 	 18871.1750209 	 -62082.9881062 	 -36717.9153827 	 0.0 	 0.0 	 0.0 	 0.0 	 18.8964845662 	
	  2399 	 12850.9987861 	 -42314.6531648 	  -24995.036105 	 0.0 	 0.0 	 0.0 	 0.0 	 18.2120257696 	
	  2400 	 20852.5686318 	 -68713.2667156 	 -40429.9201216 	 0.0 	 0.0 	 0.0 	 0.0 	 18.7428197197 	
	  2401 	 22693.6273091 	 -72955.3779505 	 -43253.3917774 	 0.0 	 0.0 	 0.0 	 0.0 	 18.9169245998 	
	  2402 	  40444.539299 	 -130586.091766 	 -76135.7737949 	 0.0 	 0.0 	 0.0 	 0.0 	 15.3063291749 	
	  2403 	 14828.9141623 	 -47919.4467212 	 -27877.8189922 	 0.0 	 0.0 	 0.0 	 0.0 	 19.0424955837 	
	  2404 	  25578.823368 	 -86587.5689759 	 -51207.0819128 	 0.0 	 0.0 	 0.0 	 0.0 	  17.729490195 	
	  2405 	  33812.826998 	 -114798.470032 	 -67401.3811034 	 0.0 	 0.0 	 0.0 	 0.0 	 17.4547488024 	
	  2406 	 9909.87791331 	 -33789.5612624 	 -19687.0166325 	 0.0 	 0.0 	 0.0 	 0.0 	 17.3878660585 	
	  2407 	 14059.8030002 	  -47216.908772 	 -27576.7841124 	 0.0 	 0.0 	 0.0 	 0.0 	  17.277168332 	
	  2408 	 13659.4321098 	 -45871.6475926 	 -26602.2511935 	 0.0 	 0.0 	 0.0 	 0.0 	 18.8329663938 	
	  2409 	 21082.1051344 	 -69929.2226366 	 -40754.1777601 	 0.0 	 0.0 	 0.0 	 0.0 	 15.2909069251 	
	  2410 	 18332.2148363 	 -60372.8891951 	 -35035.3276523 	 0.0 	 0.0 	 0.0 	 0.0 	 18.5950473812 	
	  2411 	 16201.4859458 	  -53021.814663 	 -30571.3329019 	 0.0 	 0.0 	 0.0 	 0.0 	 17.6294856407 	
	  2412 	 16413.3323739 	  -53965.945365 	 -31093.9921985 	 0.0 	 0.0 	 0.0 	 0.0 	 19.3339216025 	
	  2413 	 11223.5322794 	 -35127.2081732 	 -20323.3841484 	 0.0 	 0.0 	 0.0 	 0.0 	  16.536541613 	
	  2414 	 9306.59480461 	 -29397.7629536 	 -17002.3095278 	 0.0 	 0.0 	 0.0 	 0.0 	 18.1030351094 	
	  2415 	 38035.8996904 	 -119235.755749 	 -68836.1250998 	 0.0 	 0.0 	 0.0 	 0.0 	 15.1232899676 	
	  2416 	 10029.8762522 	 -30597.5503485 	 -17583.5790439 	 0.0 	 0.0 	 0.0 	 0.0 	 19.2121432936 	
	  2417 	  47376.738266 	 -144569.372551 	 -82832.0766564 	 0.0 	 0.0 	 0.0 	 0.0 	 16.0208753223 	
	  2418 	  7931.9437647 	 -24189.7392063 	 -13846.2689713 	 0.0 	 0.0 	 0.0 	 0.0 	 20.7310446352 	
	  2419 	 15481.2846499 	 -48161.6014104 	 -27642.3063362 	 0.0 	 0.0 	 0.0 	 0.0 	   19.36012808 	
	  2420 	 11729.5999839 	 -36551.4542551 	 -20987.3391011 	 0.0 	 0.0 	 0.0 	 0.0 	 19.4229881071 	
	  2421 	  23559.654442 	 -73837.2576779 	  -42405.865663 	 0.0 	 0.0 	 0.0 	 0.0 	 16.2554096567 	
	  2422 	 15909.4308903 	  -49015.544266 	 -28034.8461416 	 0.0 	 0.0 	 0.0 	 0.0 	 18.2499683796 	
	  2423 	 4069.14087013 	 -12503.6055022 	 -7135.06024134 	 0.0 	 0.0 	 0.0 	 0.0 	 19.9391437752 	
	  2424 	 31073.4999131 	 -100467.573153 	 -58005.9225583 	 0.0 	 0.0 	 0.0 	 0.0 	 18.0937172559 	
	  2425 	 12145.1522476 	 -39329.2686713 	 -22602.2572391 	 0.0 	 0.0 	 0.0 	 0.0 	 18.5133843197 	
	  2426 	 9965.17521389 	 -32123.5593231 	  -18445.504737 	 0.0 	 0.0 	 0.0 	 0.0 	  16.238231915 	
	  2427 	 16276.8024326 	 -51506.3128183 	 -29458.8162005 	 0.0 	 0.0 	 0.0 	 0.0 	 18.8691992959 	
	  2428 	 19631.9602352 	 -62785.4475497 	 -35789.4607578 	 0.0 	 0.0 	 0.0 	 0.0 	 15.7901957606 	
	  2429 	 24751.1521443 	 -80246.3147825 	 -45937.0815266 	 0.0 	 0.0 	 0.0 	 0.0 	 17.7284848473 	
	  2430 	 13092.5355898 	 -42750.0813737 	 -24344.1344646 	 0.0 	 0.0 	 0.0 	 0.0 	 17.3670069502 	
	  2431 	 17771.3009911 	 -55928.2335337 	 -31960.8089475 	 0.0 	 0.0 	 0.0 	 0.0 	 18.5441642583 	
	  2432 	 31311.3125878 	 -98290.1300395 	 -55224.2336459 	 0.0 	 0.0 	 0.0 	 0.0 	 17.4843448175 	
	  2433 	  28148.865858 	 -89330.6392686 	 -50145.3580358 	 0.0 	 0.0 	 0.0 	 0.0 	 17.9988177895 	
	  2434 	 14513.2155515 	 -45758.7098327 	 -25524.1492926 	 0.0 	 0.0 	 0.0 	 0.0 	 17.7939111188 	
	  2435 	 32481.7049737 	 -111192.022225 	 -64018.1337103 	 0.0 	 0.0 	 0.0 	 0.0 	  18.083605032 	
	  2436 	 11074.5806626 	 -38721.5582206 	 -22280.4199079 	 0.0 	 0.0 	 0.0 	 0.0 	 18.3132191491 	
	  2437 	 21674.6842531 	 -76201.6789487 	   -43899.75148 	 0.0 	 0.0 	 0.0 	 0.0 	 17.8357515443 	
	  2438 	 24044.5037333 	 -84187.1702357 	 -48324.1120747 	 0.0 	 0.0 	 0.0 	 0.0 	 17.3573173472 	
	  2439 	 25237.3419572 	 -87043.8426586 	 -50053.6492357 	 0.0 	 0.0 	 0.0 	 0.0 	 18.5632827125 	
	  2440 	  9615.2556712 	 -33163.6221364 	 -19032.4532945 	 0.0 	 0.0 	 0.0 	 0.0 	 17.0828392996 	
	  2441 	  14024.762013 	 -46738.0717055 	  -26692.665986 	 0.0 	 0.0 	 0.0 	 0.0 	 18.8023229013 	
	  2442 	 18343.6449772 	  -60726.986032 	 -34719.0012741 	 0.0 	 0.0 	 0.0 	 0.0 	 18.4646073465 	
	  2443 	 17130.4238805 	 -57460.2365812 	 -32791.7107193 	 0.0 	 0.0 	 0.0 	 0.0 	 17.1829714374 	
	  2444 	 18515.9344056 	 -61666.8472239 	 -35109.7048492 	 0.0 	 0.0 	 0.0 	 0.0 	 18.4240300321 	
	  2445 	 17497.0070451 	 -59922.0877603 	 -33946.9352999 	 0.0 	 0.0 	 0.0 	 0.0 	 18.6382948032 	
	  2446 	 10313.4874733 	 -36081.8673356 	 -20645.9450142 	 0.0 	 0.0 	 0.0 	 0.0 	 20.3341110615 	
	  2447 	 7570.63142109 	 -26725.8164429 	 -15220.3775633 	 0.0 	 0.0 	 0.0 	 0.0 	 18.9333146677 	
	  2448 	 15004.5874497 	 -53059.4105192 	 -30192.0446801 	 0.0 	 0.0 	 0.0 	 0.0 	 18.3766389991 	
	  2449 	 27211.6717311 	 -95078.8051617 	 -54094.7456385 	 0.0 	 0.0 	 0.0 	 0.0 	 17.4800048403 	
	  2450 	 4115.50989956 	  -14706.896658 	 -8342.13793532 	 0.0 	 0.0 	 0.0 	 0.0 	 19.0570551454 	
	  2451 	  3945.3789772 	 -14171.2608123 	 -8037.37083385 	 0.0 	 0.0 	 0.0 	 0.0 	 19.0934599195 	
	  2452 	 26666.4939122 	 -91697.4882538 	 -52017.1768055 	 0.0 	 0.0 	 0.0 	 0.0 	 18.0327894919 	
	  2453 	 9017.67636405 	  -31079.939685 	 -17539.0438758 	 0.0 	 0.0 	 0.0 	 0.0 	 19.1523722633 	
	  2454 	 29067.1342142 	 -100111.642651 	 -56507.0608156 	 0.0 	 0.0 	 0.0 	 0.0 	 17.2412814015 	
	  2455 	 29250.2307579 	 -99248.5752881 	 -55544.1876414 	 0.0 	 0.0 	 0.0 	 0.0 	 17.9698859874 	
	  2456 	  16485.701285 	 -57158.3055231 	 -31928.1553174 	 0.0 	 0.0 	 0.0 	 0.0 	 19.2045048946 	
	  2457 	 2289.33382748 	 -7968.99551706 	 -4446.31593283 	 0.0 	 0.0 	 0.0 	 0.0 	 21.2372579389 	
	  2458 	 6472.32759851 	 -22331.5800644 	 -12501.8831139 	 0.0 	 0.0 	 0.0 	 0.0 	 20.4019051568 	
	  2459 	  11555.729573 	 -39480.2380732 	 -21975.7439543 	 0.0 	 0.0 	 0.0 	 0.0 	 17.0986479718 	
	  2460 	 20321.6157551 	 -70147.6588437 	 -39003.2702802 	 0.0 	 0.0 	 0.0 	 0.0 	 16.0674135464 	
	  2461 	 11908.2690289 	  -39149.425433 	 -22065.9802405 	 0.0 	 0.0 	 0.0 	 0.0 	 18.0567994914 	
	  2462 	 16170.2609352 	 -53447.3830498 	 -30148.1853061 	 0.0 	 0.0 	 0.0 	 0.0 	 17.3963654194 	
	  2463 	 34717.5348643 	 -112792.419342 	 -63584.7127191 	 0.0 	 0.0 	 0.0 	 0.0 	 17.0578129678 	
	  2464 	 11456.8929836 	 -37875.6333721 	 -21290.8163287 	 0.0 	 0.0 	 0.0 	 0.0 	 19.4150869279 	
	  2465 	 23954.9529667 	 -76383.3719855 	 -42614.8764479 	 0.0 	 0.0 	 0.0 	 0.0 	 18.0460698978 	
	  2466 	 27301.6306949 	  -86431.202184 	 -48028.2125462 	 0.0 	 0.0 	 0.0 	 0.0 	 15.7312914565 	
	  2467 	 8452.08394491 	 -27348.3679904 	  -15034.647028 	 0.0 	 0.0 	 0.0 	 0.0 	  18.005985328 	
	  2468 	 28257.3430533 	 -91465.7136099 	  -50270.945452 	 0.0 	 0.0 	 0.0 	 0.0 	 17.0914657686 	
	  2469 	 20460.5722401 	  -69519.243276 	 -38772.1289906 	 0.0 	 0.0 	 0.0 	 0.0 	 16.4296261171 	
	  2470 	 25688.5452592 	 -87062.7195944 	 -48391.9967842 	 0.0 	 0.0 	 0.0 	 0.0 	  17.278067957 	
	  2471 	 31073.3375715 	 -104553.866938 	 -57998.1793499 	 0.0 	 0.0 	 0.0 	 0.0 	 17.2100371032 	
	  2472 	 23638.5689225 	 -79037.6398472 	 -43879.0368849 	 0.0 	 0.0 	 0.0 	 0.0 	 18.4140779122 	
	  2473 	 16482.8466017 	 -54390.8867901 	 -30166.9923357 	 0.0 	 0.0 	 0.0 	 0.0 	 18.3564233248 	
	  2474 	 17567.5176198 	 -59587.7448528 	 -33043.4387635 	 0.0 	 0.0 	 0.0 	 0.0 	 19.0434395826 	
	  2475 	 31742.8939693 	 -108763.162092 	 -60251.6817827 	 0.0 	 0.0 	 0.0 	 0.0 	 17.7602251921 	
	  2476 	 9628.66378284 	 -32792.6456303 	 -18030.1514781 	 0.0 	 0.0 	 0.0 	 0.0 	 20.3611752466 	
	  2477 	 25558.8831639 	 -86488.7117484 	 -47442.7438432 	 0.0 	 0.0 	 0.0 	 0.0 	 17.7835816278 	
	  2478 	  24239.326804 	 -79419.9380433 	 -43421.2314872 	 0.0 	 0.0 	 0.0 	 0.0 	 18.6459357566 	
	  2479 	 10566.2932895 	 -34412.1593575 	 -18759.7251743 	 0.0 	 0.0 	 0.0 	 0.0 	 19.4636365467 	
	  2480 	 22567.3818142 	 -73714.0941445 	 -40135.0631201 	 0.0 	 0.0 	 0.0 	 0.0 	 17.8749863276 	
	  2481 	 9740.54508489 	  -32335.410882 	 -17724.5676822 	 0.0 	 0.0 	 0.0 	 0.0 	 20.1504534165 	
	  2482 	 30567.3232613 	 -100788.634701 	 -55101.8820123 	 0.0 	 0.0 	 0.0 	 0.0 	 17.3075524206 	
	  2483 	  17842.856183 	 -59210.4629256 	  -32314.020412 	 0.0 	 0.0 	 0.0 	 0.0 	 16.9785142411 	
	  2484 	 36247.6867009 	 -120014.381357 	 -65330.2959338 	 0.0 	 0.0 	 0.0 	 0.0 	 15.8806266194 	
	  2485 	 11728.8780558 	 -35585.2881943 	 -20422.5429691 	 0.0 	 0.0 	 0.0 	 0.0 	 19.2873323084 	
	  2486 	 14290.2615887 	 -43298.7509343 	 -24790.4015839 	 0.0 	 0.0 	 0.0 	 0.0 	 19.6383131109 	
	  2487 	 31927.4112356 	 -96181.0445649 	 -54761.9214676 	 0.0 	 0.0 	 0.0 	 0.0 	 17.2673288737 	
	  2488 	 26109.7759288 	 -78844.4515891 	 -44913.5925477 	 0.0 	 0.0 	 0.0 	 0.0 	 18.4214576053 	
	  2489 	 25107.1278004 	 -74922.3575834 	 -42595.7181598 	 0.0 	 0.0 	 0.0 	 0.0 	 18.9368315665 	
	  2490 	 27689.5722621 	 -84916.1272268 	 -48308.6958035 	 0.0 	 0.0 	 0.0 	 0.0 	 18.4475474537 	
	  2491 	 27982.5150979 	 -85438.9537612 	 -48451.6303906 	 0.0 	 0.0 	 0.0 	 0.0 	 18.5790733887 	
	  2492 	 5675.92456434 	 -17374.8218146 	 -9776.55775358 	 0.0 	 0.0 	 0.0 	 0.0 	 18.5721307824 	
	  2493 	 37150.6892845 	 -112807.691373 	 -63390.4926186 	 0.0 	 0.0 	 0.0 	 0.0 	   17.32741151 	
	  2494 	 22890.3055496 	 -69364.6884161 	 -38814.8476673 	 0.0 	 0.0 	 0.0 	 0.0 	 16.3674473516 	
	  2495 	 27548.7323247 	 -82095.8754674 	 -46195.0392421 	 0.0 	 0.0 	 0.0 	 0.0 	 16.7023961691 	
	  2496 	 25089.4320008 	 -74329.4902039 	 -41230.3862959 	 0.0 	 0.0 	 0.0 	 0.0 	 18.5101810456 	
	  2497 	 31026.3587137 	 -91875.2903497 	 -50865.7510456 	 0.0 	 0.0 	 0.0 	 0.0 	 17.4061444693 	
	  2498 	 13197.5959827 	 -40880.6162593 	 -23082.2177726 	 0.0 	 0.0 	 0.0 	 0.0 	 18.2766487701 	
	  2499 	 14617.2946813 	  -45169.235971 	 -25458.7709176 	 0.0 	 0.0 	 0.0 	 0.0 	  18.720289139 	
	  2500 	 25862.2457459 	 -80115.8502579 	 -45000.9881892 	 0.0 	 0.0 	 0.0 	 0.0 	 18.2751497743 	
	  2501 	 6438.80124463 	 -19830.8217264 	 -11108.1255762 	 0.0 	 0.0 	 0.0 	 0.0 	 19.5444073415 	
	  2502 	  18579.531678 	 -56755.4411745 	 -31809.2710279 	 0.0 	 0.0 	 0.0 	 0.0 	  18.688604076 	
	  2503 	 20491.4029124 	 -62409.4996667 	   -34847.36721 	 0.0 	 0.0 	 0.0 	 0.0 	 19.1343494005 	
	  2504 	 12586.1160843 	 -38486.4666476 	 -21376.5855207 	 0.0 	 0.0 	 0.0 	 0.0 	 18.2243809206 	
	  2505 	 3867.78450687 	 -11841.9094369 	 -6576.03435169 	 0.0 	 0.0 	 0.0 	 0.0 	 22.2279998769 	
	  2506 	 27238.6300045 	 -85220.2768924 	 -47741.7714683 	 0.0 	 0.0 	 0.0 	 0.0 	 14.5159798675 	
	  2507 	 22929.3332465 	 -71716.5929711 	 -40139.6653849 	 0.0 	 0.0 	 0.0 	 0.0 	 18.7437784169 	
	  2508 	 15468.2457571 	 -48676.4890981 	 -27146.9835455 	 0.0 	 0.0 	 0.0 	 0.0 	 19.3577811159 	
	  2509 	 18287.9805329 	 -55179.9110452 	  -30762.134297 	 0.0 	 0.0 	 0.0 	 0.0 	 17.0684013225 	
	  2510 	 8001.97411942 	 -24264.4265505 	 -13504.7906518 	 0.0 	 0.0 	 0.0 	 0.0 	 19.0083034945 	
	  2511 	 24406.8730712 	 -74316.2829407 	 -41290.9920858 	 0.0 	 0.0 	 0.0 	 0.0 	 17.2402217262 	
	  2512 	 38899.3267391 	 -118351.469202 	 -65594.9600201 	 0.0 	 0.0 	 0.0 	 0.0 	 15.0752190762 	
	  2513 	 16210.4544251 	 -49223.7596161 	 -27244.4416467 	 0.0 	 0.0 	 0.0 	 0.0 	 19.5102071981 	
	  2514 	 15420.9805636 	 -46818.0950501 	 -25890.9804342 	 0.0 	 0.0 	 0.0 	 0.0 	  17.482527343 	
	  2515 	 27895.5127362 	 -85703.5891615 	 -47298.6088095 	 0.0 	 0.0 	 0.0 	 0.0 	 17.7773441528 	
	  2516 	 16420.6211344 	 -49886.3675005 	 -27357.8652496 	 0.0 	 0.0 	 0.0 	 0.0 	  19.461065195 	
	  2517 	 18120.1335351 	 -54798.6723563 	 -29863.1549993 	 0.0 	 0.0 	 0.0 	 0.0 	 19.0896296308 	
	  2518 	 17292.7245534 	 -50458.8760294 	 -28190.2318096 	 0.0 	 0.0 	 0.0 	 0.0 	 17.1504723945 	
	  2519 	 11815.5911617 	 -34157.2948591 	 -19005.2956514 	 0.0 	 0.0 	 0.0 	 0.0 	 18.6942839031 	
	  2520 	 10813.2369762 	 -31618.7145261 	   -17471.79772 	 0.0 	 0.0 	 0.0 	 0.0 	 20.0787200088 	
	  2521 	 22142.3332495 	 -65416.6313909 	 -36100.2021608 	 0.0 	 0.0 	 0.0 	 0.0 	 18.0504628487 	
	  2522 	 32614.4286774 	 -96161.3335319 	 -52962.3938493 	 0.0 	 0.0 	 0.0 	 0.0 	 15.6858898719 	
	  2523 	 30294.9730558 	 -88866.8677165 	 -49060.8828844 	 0.0 	 0.0 	 0.0 	 0.0 	 15.6675308143 	
	  2524 	 41812.4455679 	 -122659.855118 	  -67662.233548 	 0.0 	 0.0 	 0.0 	 0.0 	 16.1797214543 	
	  2525 	 8387.89112197 	 -24457.7333251 	 -13476.8768549 	 0.0 	 0.0 	 0.0 	 0.0 	 19.9100356848 	
