# Name: V/50
# Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
# Coosys	J2000_2000.000:	eq_FK5 J2000
# Table	V_50_catalog:
# Name: V/50/catalog
# Title: The main part of the Catalogue
# Column	RA	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
# Column	DEC	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
# Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
# Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
      RA |      DEC |     HD |  Vmag
330.8217 | -29.9042 | 209335 |   7.1
330.1637 |  62.4881 | 209339 |  6.66
329.8125 |    73.18 | 209369 |  5.03
330.8183 |  -6.5225 | 209396 |  5.54
330.8287 |  -2.1553 | 209409 |  4.69
330.4608 |  52.8822 | 209419 |  5.78
330.8292 |  11.3864 | 209459 |   5.8
331.0996 | -29.9167 | 209476 |  6.47
330.5192 |  58.0006 | 209481 |  5.56
330.7362 |    44.65 | 209515 |   5.6
331.1533 | -26.8225 | 209522 |  5.96
331.4621 | -59.6361 | 209529 |  5.62
331.1975 |  -0.9067 | 209625 |   5.3
331.5287 | -39.5433 | 209688 |  4.46
331.1433 |  32.9419 | 209693 |  6.38
  331.42 |   5.0586 | 209747 |  4.84
331.4458 |  -0.3197 | 209750 |  2.96
331.2975 |  26.6739 | 209761 |  5.78
330.9704 |  63.1197 | 209772 |  5.29
330.9475 |  64.6278 | 209790 |  4.29
331.6092 | -13.8697 | 209819 |  4.27
331.3946 |  28.9639 | 209833 |   5.7
332.6771 | -75.8806 | 209855 |  6.55
331.3183 |  46.7447 | 209857 |  6.13
331.4608 |  45.1122 | 209932 |  6.44
329.5529 |  82.8697 | 209942 |  6.98
331.5083 |  45.0144 | 209945 |  5.14
332.0583 | -46.9611 | 209952 |  1.74
331.2521 |  62.7856 | 209960 |  5.27
331.4633 |  48.2317 | 209961 |  6.27
331.2871 |    62.28 | 209975 |  5.11
331.5517 |  45.2486 | 209993 |  6.19
331.7529 |   25.345 | 210027 |  3.76
332.0958 | -32.9886 | 210049 |   4.5
332.9804 | -76.1161 | 210056 |  6.15
332.1083 | -34.0439 | 210066 |  4.99
331.5562 |  56.3431 | 210071 |  6.39
331.8692 |  19.4756 | 210074 |  5.75
 331.875 |  18.0006 | 210090 |  6.35
332.1779 | -33.1256 | 210111 |  6.37
331.9596 |  21.7028 | 210129 |  5.78
332.2458 | -18.5197 | 210191 |  5.81
332.4917 | -48.1072 | 210204 |  6.43
332.0717 |  25.5436 | 210210 |  6.11
  331.79 |  58.8408 | 210220 |  6.32
331.8562 |  53.3072 | 210221 |  6.14
332.4821 | -34.0147 | 210271 |  5.37
332.0687 |  49.7964 | 210289 |  6.42
332.5004 | -28.2925 | 210300 |  6.44
332.5367 | -32.5483 | 210302 |  4.92
332.1708 |  45.7419 | 210334 |  6.11
332.3067 |  33.1722 | 210354 |  5.58
  332.55 |   6.1978 | 210418 |  3.53
332.5879 |  -3.8942 | 210419 |  6.27
332.6562 |  -11.565 | 210424 |  5.46
332.6408 |  -4.2672 | 210434 |  6.01
332.4967 |  33.1783 | 210459 |  4.29
332.5792 |  19.6169 | 210460 |  6.18
332.5925 |    14.63 | 210461 |  6.33
  332.76 | -21.2325 | 210464 |  6.09
332.6558 |  11.6244 | 210502 |  5.78
332.6258 |  20.9781 | 210516 |  6.46
 332.715 |  30.5531 | 210594 |  6.32
332.9637 |  16.0406 | 210702 |  5.95
333.1075 | -14.1939 | 210705 |  6.03
332.7912 |  50.8233 | 210715 |   5.4
333.2396 | -26.3278 | 210739 |  6.17
332.7137 |  58.2011 | 210745 |  3.35
333.0333 |    24.95 | 210762 |  5.92
333.1825 |  -4.7208 | 210763 |  6.39
332.4517 |  72.3411 | 210807 |  4.79
332.8779 |  59.4144 | 210839 |  5.04
 333.435 | -25.1808 | 210848 |  5.58
334.4604 | -77.5117 | 210853 |  5.51
332.9533 |  56.8394 | 210855 |  5.24
332.5637 |  72.1111 | 210873 |  6.37
332.6621 |  70.1328 | 210884 |   5.5
333.1992 |  34.6047 | 210889 |  5.33
332.9871 |  59.0847 | 210905 |   6.3
333.6608 | -41.3817 | 210918 |  6.23
333.5783 | -27.7669 | 210934 |  5.43
333.0079 |  60.7594 | 210939 |  5.35
 333.575 | -21.0742 | 210960 |  5.32
335.0062 | -80.4397 | 210967 |   5.1
333.4108 |  28.6083 | 211006 |  5.89
333.0929 |  63.2914 | 211029 |  5.79
333.8962 | -44.4519 | 211053 |   6.1
333.4696 |   39.715 | 211073 |  4.49
333.9037 | -41.3467 | 211088 |  4.79
333.4554 |  45.4408 | 211096 |  5.53
334.1108 | -41.6275 | 211202 |   5.1
 333.685 |  42.9539 | 211211 |  5.71
333.4562 |  63.1625 | 211242 |  6.11
333.9992 |   8.5494 | 211287 |  6.21
334.1558 | -25.8983 | 211291 |  6.15
333.2204 |  73.3072 | 211300 |  6.08
333.7583 |  57.0436 | 211336 |  4.19
  334.14 |  -1.5964 | 211356 |  6.15
334.2004 | -12.8314 | 211361 |  5.34
334.2492 |   -23.14 | 211364 |  6.17
333.9925 |  37.7489 | 211388 |  4.13
334.2083 |  -7.7833 | 211391 |  4.16
334.2192 |    -9.04 | 211392 |  5.79
 334.565 | -53.6278 | 211415 |  5.37
334.6254 | -60.2597 | 211416 |  2.86
334.1237 |  27.8042 | 211432 |  6.37
334.2771 |  -5.3872 | 211434 |  5.75
337.9058 | -85.9672 | 211539 |  5.77
334.1104 |  57.2203 | 211554 |  5.88
334.5179 |  -0.2378 | 211575 |  6.39
334.7533 |  -13.305 | 211676 |  5.95
335.1508 |   -57.51 | 211726 |  6.34
334.7342 |  37.7694 | 211797 |  6.17
334.5529 |  62.8044 | 211833 |  5.75
335.0496 |  -7.8211 | 211838 |  5.37
 335.115 |   5.7894 | 211924 |  5.37
335.2325 |   8.1867 | 211976 |  6.17
336.1533 | -72.2556 | 211998 |  5.29
335.3983 | -21.5983 | 212010 |  5.13
335.2504 |  26.9353 | 212047 |  6.47
335.4142 |  -1.3872 | 212061 |  3.84
 335.165 |  50.9808 | 212071 |  6.42
335.3796 |  12.2053 | 212076 |  5.01
335.6829 | -45.9478 | 212087 |  6.62
335.3304 |  28.3306 | 212097 |  4.81
335.2567 |  46.5367 | 212120 |  4.57
335.7833 | -45.9286 | 212132 |  5.62
 334.585 |  76.4881 | 212150 |  6.66
336.4625 | -75.0156 | 212168 |  6.04
336.2937 | -70.4317 | 212211 |  5.78
335.4621 |  42.0783 | 212222 |  6.41
335.8787 | -24.7625 | 212271 |  5.53
335.8837 |  -7.1944 | 212320 |  5.93
 336.235 | -57.7972 | 212330 |  5.32
 335.915 |  20.8483 | 212395 |  6.04
336.0287 |  -4.8369 | 212404 |  5.78
336.1129 | -13.5294 | 212430 |  5.76
335.7508 |  57.2844 | 212454 |  6.16
335.9758 |  38.5736 | 212487 |  6.22
335.7508 |    62.42 | 212495 |  6.04
  335.89 |  52.2292 | 212496 |  4.43
336.3192 |   1.3775 | 212571 |  4.66
336.8333 | -64.9664 | 212581 |  4.48
336.1292 |  49.4764 | 212593 |  4.57
336.5446 | -23.6825 | 212643 |  6.29
336.4196 |  18.4444 | 212670 |  6.26
336.6425 | -16.7414 | 212697 |  6.57
336.6433 | -16.7425 | 212698 |  6.35
333.2942 |  86.1081 | 212710 |  5.27
337.1571 | -67.4892 | 212728 |  5.55
336.6558 |   4.3936 | 212754 |  5.75
336.6904 |  37.4439 | 212883 |  6.46
335.9221 |  78.2433 | 212937 |  6.76
336.9646 |   4.6956 | 212943 |  4.79
337.1633 | -39.1319 | 212953 |  5.47
336.8604 |  39.8097 | 212978 |  6.14
336.7467 |  56.4333 | 212986 |  6.57
336.9425 |  31.8403 | 212988 |  5.98
337.3175 | -43.4956 | 213009 |  3.97
336.5033 |  70.7708 | 213022 |  5.47
337.2071 |  -0.0203 | 213051 |  4.59
337.2087 |    -0.02 | 213052 |  4.42
337.4396 | -43.7494 | 213080 |  4.11
336.7721 |  65.1322 | 213087 |  5.46
337.2833 |   9.1289 | 213119 |  5.58
337.4417 | -27.1072 | 213135 |  5.95
337.2925 |  26.7631 | 213179 |  5.79
337.5062 |  -12.915 | 213198 |   6.4
337.4917 |   4.4317 | 213235 |  5.48
337.5725 | -14.5858 | 213236 |  6.37
337.0821 |  64.0856 | 213242 |  6.29
337.4329 |  35.7256 | 213272 |  6.56
337.7237 | -26.0736 | 213296 |  6.43
337.2929 |  58.4153 | 213306 |  3.75
337.3825 |  47.7069 | 213310 |  4.36
337.6617 | -10.6781 | 213320 |  4.82
337.5075 |  32.5725 | 213323 |  5.65
337.5271 |  49.3561 | 213389 |   6.4
337.8762 | -32.3461 | 213398 |  4.29
  338.86 | -78.7717 | 213402 |  6.15
336.6771 |  78.7858 | 213403 |  5.83
337.6221 |  43.1233 | 213420 |  4.51
337.8267 |  -2.9111 | 213428 |  6.16
337.8267 |   -6.555 | 213429 |  6.14
338.2504 | -61.9822 | 213442 |  4.81
337.9221 | -10.9056 | 213464 |  6.38
337.8925 |  29.5428 | 213534 |  6.35
337.8229 |  50.2825 | 213558 |  3.77
338.1479 |    20.23 | 213617 |  6.42
338.1954 |  15.8633 | 213644 |  6.32
  338.11 |  39.7797 | 213660 |  5.88
338.0783 |  54.0375 | 213720 |  6.35
338.5121 |  -1.5742 | 213789 |  5.89
337.4704 |  78.8242 | 213798 |   5.5
338.6733 | -20.7083 | 213845 |   5.2
338.9704 | -57.8836 | 213884 |  6.23
338.4192 |   56.625 | 213930 |  5.71
338.2621 |  69.9136 | 213973 |   6.6
338.9021 | -23.9911 | 213986 |  5.97
338.8392 |  -0.1175 | 213998 |  4.02
338.3208 |  70.3739 | 214019 |  6.34
338.0675 |  76.2264 | 214035 |  5.68
339.1221 | -40.5828 | 214085 |  6.28
339.1475 | -31.6639 | 214122 |  5.82
 339.245 | -40.5911 | 214150 |  5.86
338.9679 |  39.6342 | 214168 |  5.73
339.0329 |  35.5772 | 214200 |   6.1
339.1517 |  11.6969 | 214203 |   6.4
338.9725 |  50.0711 | 214240 |  6.29
338.9658 |    56.07 | 214279 |  6.38
339.2696 |  12.5772 | 214298 |   6.3
339.2029 |  35.6525 | 214313 |   6.3
339.4392 |  -4.2281 | 214376 |  5.03
 339.785 | -52.6922 | 214441 |  6.65
339.5925 |  -7.8978 | 214448 |  6.23
339.3433 |  51.5453 | 214454 |  4.63
339.6862 | -28.7478 | 214462 |  6.47
338.9421 |  73.6431 | 214470 |  5.08
339.7146 | -33.0814 | 214484 |  5.66
339.5729 |  45.1831 | 214558 |   6.4
339.7192 |  19.5222 | 214567 |  5.82
339.9333 | -28.3253 | 214599 |  6.31
340.2037 | -57.4222 | 214632 |  5.97
339.6579 |  56.7958 | 214665 |  5.21
339.8154 |  39.0503 | 214680 |  4.88
340.0929 | -30.6589 | 214690 |  5.87
339.9458 |  19.6811 | 214698 |  6.21
339.3042 |  75.3717 | 214710 |  5.79
339.8929 |  37.5928 | 214714 |  6.03
339.6625 |  63.5844 | 214734 |  5.19
340.1642 | -27.0436 | 214748 |  4.17
   340.2 |  -3.5542 | 214810 |  6.31
341.5137 | -81.3817 | 214846 |  4.15
340.2196 |  14.5494 | 214850 |  5.71
340.1287 |  44.2764 | 214868 |  4.46
340.0767 |  53.8461 | 214878 |  5.93
340.3654 |  10.8314 | 214923 |   3.4
340.6537 | -47.2106 | 214953 |  5.98
340.6671 | -46.8847 | 214952 |   2.1
340.5921 | -29.3608 | 214966 |  6.17
340.3808 |  30.9658 | 214979 |  6.34
340.6796 | -44.2478 | 214987 |  6.07
340.3692 |  40.2256 | 214993 |  5.25
340.4392 |  29.3075 | 214994 |  4.79
340.4892 |  14.5164 | 214995 |   5.9
340.4004 |  41.5494 | 215030 |  5.94
 340.875 | -41.4144 | 215104 |  4.85
340.7646 |  -8.3117 | 215114 |  6.45
341.0687 | -60.4994 | 215121 |   6.3
340.8096 |  -6.9628 | 215143 |  6.41
340.5867 |  53.9089 | 215159 |  6.12
340.8971 | -18.8303 | 215167 |  4.69
340.7504 |  30.2214 | 215182 |  2.94
340.7312 |  37.8028 | 215191 |  6.43
340.7687 |  47.1686 | 215242 |  6.39
340.9279 |  10.9392 | 215243 |  6.51
341.0217 |  39.4656 | 215359 |  5.95
341.4079 | -53.5003 | 215369 |  4.85
341.0229 |  41.8192 | 215373 |  5.08
341.4196 | -46.5475 | 215405 |  5.51
341.5333 | -48.9789 | 215456 |  6.62
341.6179 | -49.6858 | 215504 |  6.48
341.3675 |  19.3667 | 215510 |  6.25
 341.205 |  52.5172 | 215518 |  6.55
341.6821 | -46.9394 | 215545 |  6.56
342.5954 | -80.1242 | 215573 |  5.35
342.4204 | -77.0506 | 215631 |  6.73
341.6733 |  12.1728 | 215648 |  4.19
341.5425 |  44.5461 | 215664 |  5.76
341.6329 |  23.5656 | 215665 |  3.95
341.8296 | -34.1611 | 215669 |  6.28
342.0892 | -61.6842 | 215682 |  6.37
341.8879 | -19.6133 | 215721 |  5.26
341.9462 | -38.2219 | 215724 |  6.71
342.3225 | -70.3478 | 215729 |  6.34
341.9283 | -14.0564 | 215766 |  5.66
341.9842 | -25.9119 | 215782 |   6.3
342.1387 | -51.3169 | 215789 |  3.49
342.1258 | -10.5556 | 215874 |  6.19
341.8467 |  58.4828 | 215907 |  6.36
342.0454 |  37.4167 | 215943 |   5.9
342.3979 | -13.5925 | 216032 |  4.01
342.4962 | -32.8053 | 216042 |  6.33
342.3846 |  10.4789 | 216048 |  6.54
342.1992 |   54.415 | 216057 |  6.12
342.1842 |  62.9383 | 216102 |  6.06
342.5008 |  24.6017 | 216131 |  3.48
342.7592 | -39.1569 | 216149 |  5.42
342.9371 | -59.8814 | 216169 |  6.46
342.2529 |  68.5703 | 216172 |  6.19
342.4425 |  55.9028 | 216174 |  5.43
343.0412 | -63.1886 | 216187 |  6.12
342.5908 |  41.9536 | 216200 |  5.92
342.6629 |  19.1408 | 216201 |   6.4
342.5425 |  50.6769 | 216206 |  6.21
342.8371 | -29.5361 | 216210 |  5.97
  342.42 |  66.2006 | 216228 |  3.52
344.7875 |  59.8147 | 217348 |  6.43
343.1317 | -32.8756 | 216336 |  4.46
 342.845 |  61.6969 | 216380 |   5.6
343.1004 |   9.8356 | 216385 |  5.16
343.1537 |  -7.5797 | 216386 |  3.74
343.0083 |  43.3125 | 216397 |  4.94
343.4079 | -48.5981 | 216435 |  6.04
343.6642 | -70.0736 | 216437 |  6.05
341.8708 |  83.1539 | 216446 |  4.74
343.2596 |  16.8411 | 216489 |  5.64
343.3696 | -11.6167 | 216494 |   5.8
343.2179 |  50.4119 | 216523 |  6.46
343.2971 |  40.1672 | 216538 |  6.34
343.2658 |  60.1011 | 216595 |  6.01
343.4171 |  44.7492 | 216608 |  5.81
343.6625 | -15.8208 | 216627 |  3.27
343.6421 |  -7.2047 | 216637 |  6.19
343.6896 | -16.2719 | 216640 |  5.56
343.5292 |  40.3769 | 216646 |  5.81
343.8121 | -36.3886 | 216666 |   6.4
343.6487 |  16.9417 | 216672 |  6.12
343.7479 |   1.0647 | 216701 |  6.11
343.7958 |  -4.9878 | 216718 |  5.72
343.8071 |   8.8158 | 216735 |   4.9
343.7608 |  37.0769 | 216756 |  5.91
343.9642 | -31.6331 | 216761 |   6.1
343.9871 | -32.5397 | 216763 |  4.21
   344.1 | -31.5656 | 216803 |  6.48
344.1992 | -47.9692 | 216823 |   5.7
343.9354 |  36.3517 | 216831 |  5.74
344.2146 |  11.8483 | 216900 |  6.51
344.0983 |  41.6039 | 216916 |  5.59
344.1083 |  49.7336 | 216946 |  4.95
344.3217 |    -4.81 | 216953 |  6.31
344.4129 | -29.6222 | 216956 |  1.16
344.3662 |  20.7689 | 217014 |  5.49
344.3867 |   3.8103 | 217019 |  6.28
344.2687 |  48.6842 | 217050 |  5.43
344.6458 | -35.5231 | 217096 |  6.13
344.4196 |  39.3089 | 217101 |  6.18
344.5646 |  -2.3953 | 217107 |  6.16
344.5987 |  -1.4103 | 217131 |  6.37
342.7592 |  85.3736 | 217157 |   5.9
344.6462 |   9.3569 | 217166 |  6.43
344.6775 |   7.3397 | 217186 |  6.33
344.7992 |  11.7289 | 217232 |  5.75
344.8992 | -29.4622 | 217236 |  5.51
344.8987 | -13.0708 | 217251 |  6.07
344.8642 |   0.9628 | 217264 |  5.43
345.0242 | -25.1642 | 217303 |  5.65
344.7929 |  52.6544 | 217314 |  6.29
345.1025 | -25.6267 | 217358 |  6.29
  345.22 | -52.7542 | 217364 |  4.12
343.6033 |  84.3461 | 217382 |  4.71
345.2812 |   -50.95 | 217403 |  5.68
345.1579 |   0.1858 | 217428 |  6.21
345.1787 |   3.0117 | 217459 |  5.83
345.0212 |  56.9453 | 217476 |   5.0
345.1771 |  31.0831 | 217477 |   6.6
345.3308 | -28.8536 | 217484 |  5.55
345.1433 |   45.375 | 217491 |   6.5
345.3458 | -22.7908 | 217498 |  6.28
345.3483 |  -7.0611 | 217531 |  6.21
345.2279 |  38.7081 | 217543 |  6.54
345.3821 |  -4.7114 | 217563 |  5.94
345.6417 | -36.4208 | 217642 |  6.47
345.3779 |  57.1056 | 217673 |   6.2
345.4804 |  42.3261 | 217675 |  3.62
345.6358 |  -6.5742 | 217701 |  6.15
345.6846 | -20.8706 | 217703 |  5.97
345.6379 |  31.7806 | 217754 |  6.57
345.6512 |  42.7578 | 217782 |   5.1
345.8742 | -34.7494 | 217792 |  5.11
345.6883 |  44.0589 | 217811 |  6.39
346.2175 | -68.8203 | 217831 |  5.52
345.6825 |  55.2364 | 217833 |   6.5
345.9979 | -41.4783 | 217842 |  5.79
345.9887 |  -4.7953 | 217877 |  6.68
345.9692 |     3.82 | 217891 |  4.53
 346.165 |  -53.965 | 217902 |  5.37
345.9437 |  28.0828 | 217906 |  2.42
346.0042 |   6.6167 | 217926 |  6.41
345.8487 |  60.4453 | 217943 |  6.74
  345.84 |  58.5647 | 217944 |  6.43
345.8871 |  67.2092 | 218029 |  5.24
346.0458 |  50.0522 | 218031 |  4.65
346.1904 |  15.2053 | 218045 |  2.49
346.2908 |  -7.6936 | 218060 |  5.43
346.3033 | -17.0792 | 218061 |  6.14
346.2762 |  16.5631 | 218101 |  6.44
346.3233 |   1.3069 | 218103 |  6.39
347.0987 | -79.4808 | 218108 |  6.12
  346.72 | -43.5206 | 218227 |  4.28
346.5758 |  18.5175 | 218235 |  6.13
346.6704 | -23.7431 | 218240 |  4.47
346.7233 | -38.8922 | 218242 |  5.61
346.7896 | -49.6067 | 218255 |  6.33
346.6329 |  19.9108 | 218261 |   6.3
346.8112 | -50.6864 | 218269 |  5.83
347.1487 | -73.5864 | 218288 |  6.15
346.7512 |   9.4094 | 218329 |  4.52
349.2075 | -41.1944 | 219531 |  6.47
346.7783 |  25.4683 | 218356 |  4.76
346.6537 |  59.4197 | 218376 |  4.85
346.8654 |  32.8258 | 218395 |  6.02
346.8696 |  21.1342 | 218396 |  5.99
346.8254 |  46.0681 | 218407 |  6.66
346.7921 |  52.8164 | 218416 |  6.11
347.0875 | -28.8233 | 218434 |   5.6
346.7933 |  59.7275 | 218440 |   6.4
346.9137 |  46.3872 | 218452 |  5.33
346.9392 |  49.2958 | 218470 |   5.7
347.0512 |  44.5617 | 218525 |  6.56
347.1704 |   2.1278 | 218527 |   5.4
346.9487 |  63.6333 | 218537 |  6.26
347.5487 | -66.8575 | 218558 |  6.47
  348.05 | -80.9128 | 218559 |  6.41
346.9883 |  64.2225 | 218560 |  6.21
347.3617 | -21.1725 | 218594 |  3.66
347.4358 | -28.0886 | 218619 |  5.87
347.4887 | -42.8606 | 218630 |  5.81
347.3812 |   8.6772 | 218634 |  5.12
347.4567 | -14.5106 | 218639 |  6.42
347.4783 | -22.4575 | 218640 |  4.69
347.5408 | -40.5917 | 218655 |  5.83
346.9746 |  75.3875 | 218658 |  4.41
  347.59 | -45.2467 | 218670 |   3.9
347.5062 |   9.8219 | 218700 |  5.39
347.4337 |  59.3331 | 218753 |   5.7
347.6942 |  -29.525 | 218759 |  6.51
347.6775 |  17.5944 | 218792 |  5.71
347.6133 |  43.5442 | 218804 |  5.94
347.9342 |     8.72 | 218918 |  5.16
 347.955 |  26.8472 | 218935 |  6.17
348.3125 | -49.6189 | 219023 |   6.8
348.5275 |    -62.7 | 219077 |  6.12
348.1375 |  49.4064 | 219080 |  4.52
348.2667 |  29.4417 | 219110 |  6.35
348.3208 |  57.1683 | 219134 |  5.56
348.3604 |   11.065 | 219139 |  5.82
348.5808 |  -6.0489 | 219215 |  4.22
348.7442 | -41.1056 | 219263 |  5.77
348.6675 | -10.6886 | 219279 |  6.12
348.5596 |  50.6178 | 219290 |  6.31
348.5904 |  29.7717 | 219291 |  6.41
348.6521 |  24.1031 | 219310 |  6.36
348.8929 |  -3.4964 | 219402 |  5.55
348.9729 |  -9.0878 | 219449 |  4.21
348.9429 |  28.2478 | 219477 |  6.49
349.2404 | -62.0011 | 219482 |  5.66
348.6554 |  74.2311 | 219485 |  5.84
348.9912 |  24.7711 | 219487 |   6.6
349.1654 | -44.4892 | 219507 |  5.92
349.3575 | -58.2358 | 219571 |  3.99
349.7837 | -79.4728 | 219572 |  6.33
349.2121 |  -7.7267 | 219576 |  5.06
348.9075 |  70.8881 | 219586 |  5.56
349.2912 |   3.2822 | 219615 |  3.69
349.1762 |  53.2136 | 219623 |  5.54
349.1117 |  61.9631 | 219634 |  6.53
349.5833 | -67.4711 | 219644 |  6.13
349.4167 | -11.7131 | 219659 |  6.34
349.3192 |  45.1642 | 219668 |  6.43
349.4758 |  -9.1825 | 219688 |  4.39
349.5412 | -40.8244 | 219693 |  5.53
349.4362 |  49.0153 | 219734 |  4.85
349.4837 |  45.4889 | 219749 |  6.48
352.0154 | -87.4822 | 219765 |  5.49
349.7058 | -32.5319 | 219784 |  4.41
349.5975 |  41.7736 | 219815 |  6.02
349.7404 |  -9.6108 | 219832 |  4.98
349.7779 | -13.4589 | 219834 |  5.08
349.3287 |  75.2992 | 219841 |  6.38
  349.85 |  -5.1244 | 219877 |  5.55
349.8504 | -18.0753 | 219879 |  5.93
  349.76 |  45.1372 | 219891 |   6.5
  349.93 | -33.7081 | 219912 |  6.37
349.6562 |  68.1117 | 219916 |  4.75
349.8642 |  34.7933 | 219927 |  6.32
349.8742 |  48.6253 | 219945 |  5.44
349.9233 |  48.3808 | 219962 |  6.32
349.9683 |  42.0781 | 219981 |  5.79
350.2083 | -50.3067 | 220003 |  6.05
350.0858 |   5.3814 | 220009 |  5.05
350.1704 |  -5.9081 | 220035 |  6.17
350.1592 |  23.7403 | 220061 |   4.6
350.0596 |    61.97 | 220074 |  6.45
350.2067 |   30.415 | 220088 |  5.59
350.3146 | -26.9867 | 220096 |  5.64
350.1833 |  44.1164 | 220105 |  6.13
350.2221 |  38.1822 | 220117 |  5.77
350.1442 |  62.2131 | 220130 |  6.39
350.4787 |  31.8125 | 220222 |  5.32
350.4925 |  26.6089 | 220242 |  6.62
350.7371 | -60.0558 | 220263 |  6.09
350.6633 | -15.0392 | 220278 |   5.2
350.6687 |  20.8286 | 220318 |  6.29
350.7425 | -20.1006 | 220321 |  3.97
350.7692 |  12.3139 | 220363 |  5.08
350.6354 |  60.1336 | 220369 |  5.56
350.9762 | -53.8083 | 220392 |  6.15
350.9392 | -43.1244 | 220401 |   6.1
350.8829 |   0.2914 | 220406 |  6.31
351.0546 | -51.8914 | 220440 |  5.75
350.9479 |  32.5314 | 220460 |  6.69
351.0325 | -18.6875 | 220465 |  6.19
351.3308 | -56.8492 | 220572 |  5.59
351.1458 |  41.1128 | 220575 |  6.72
351.2117 |   32.385 | 220599 |  5.57
351.2096 |  62.2828 | 220652 |  4.98
 351.345 |  23.4042 | 220657 |   4.4
351.5117 | -20.6419 | 220704 |  4.39
351.6525 | -52.7217 | 220729 |  5.52
  351.78 | -66.5811 | 220759 |  6.45
351.8125 | -58.4761 | 220790 |  5.63
351.7879 | -50.1572 | 220802 |   6.2
351.7333 |   1.2556 | 220825 |  4.94
351.8117 |   1.1225 | 220858 |  6.25
351.7808 |  42.9119 | 220885 |  5.75
352.0029 | -35.5444 | 220929 |  6.32
351.9183 |  25.1672 | 220933 |  5.98
351.9921 |   6.3789 | 220954 |  4.28
352.0217 | -11.4497 | 220957 |  6.37
351.8192 |  70.3597 | 220974 |   5.6
352.2542 | -63.1108 | 221006 |  5.68
352.2533 | -44.4978 | 221051 |  6.43
352.2525 |  -9.2661 | 221081 |  6.18
352.2733 |  23.0478 | 221113 |  6.35
352.2887 |  12.7606 | 221115 |  4.55
352.3837 |  -4.5328 | 221148 |  6.25
352.5308 |  49.1331 | 221246 |  6.17
352.5083 |  58.5489 | 221253 |  4.91
352.6654 |  38.6619 | 221293 |  6.05
352.7546 |  -6.2883 | 221308 |  6.39
352.8625 | -44.8436 | 221323 |  6.02
352.8225 |  39.2364 | 221345 |  5.22
352.8812 |  -4.0872 | 221356 |  6.49
352.9254 | -21.3694 | 221357 |  6.29
352.9296 |  28.4036 | 221394 |  6.41
  352.99 |  -1.0858 | 221409 |  6.38
353.3312 | -77.3853 | 221420 |  5.81
353.1025 |  34.9525 | 221491 |  6.65
353.2429 | -37.8183 | 221507 |  4.37
351.7533 |  87.3075 | 221525 |  5.58
353.3192 | -20.9144 | 221565 |  4.71
353.3671 |  22.4989 | 221615 |  5.32
353.4279 |  45.0581 | 221661 |  6.24
353.4812 |  20.8408 | 221662 |  6.06
353.4883 |  31.3253 | 221673 |  4.98
353.5375 |  -1.2475 | 221675 |  5.87
353.8029 | -64.6894 | 221740 |   7.4
353.7058 | -15.2458 | 221745 |  5.96
353.6562 |  40.2364 | 221756 |  5.59
353.6592 |  33.4972 | 221758 |  5.63
353.7692 |  -42.615 | 221760 |  4.71
353.6946 |  38.0239 | 221776 |  6.18
353.8837 |  -7.4644 | 221835 |  6.39
353.7458 |  71.6422 | 221861 |  5.84
353.9829 |  24.5611 | 221905 |  6.45
354.0971 |   2.1022 | 221950 |  5.68
354.1271 |  32.9042 | 221970 |  6.35
354.2725 | -31.8708 | 222004 |  6.52
354.6004 |   -76.87 | 222060 |   6.0
 354.415 | -13.0603 | 222093 |  5.65
354.4625 | -45.4925 | 222095 |  4.74
354.4158 |  16.8256 | 222098 |  6.26
354.3912 |  46.4581 | 222107 |  3.82
354.3833 |  44.4292 | 222109 |   5.8
354.4867 |  18.4006 | 222133 |  5.53
354.4942 |  46.1997 | 222143 |  6.58
354.5342 |  43.2681 | 222173 |  4.29
354.8667 | -46.6378 | 222287 |  6.09
354.7846 |  50.4717 | 222304 |   5.3
354.9462 | -14.2217 | 222345 |   5.0
354.9875 |   5.6264 | 222368 |  4.13
354.9796 |   9.6772 | 222377 |  5.97
354.7933 |  75.2928 | 222386 |  5.95
354.8379 |  74.0028 | 222387 |  5.98
355.0117 |  37.6525 | 222399 |  6.53
354.8367 |  77.6325 | 222404 |  3.21
355.1592 | -32.0731 | 222433 |  5.31
355.1021 |  44.3339 | 222439 |  4.14
355.1692 |  36.7208 | 222451 |  6.23
355.2792 | -24.1603 | 222485 |   6.6
355.2871 | -11.6806 | 222493 |  5.89
355.3937 | -18.0272 | 222547 |  5.34
355.3621 |  49.5122 | 222570 |  6.26
355.4408 | -17.8164 | 222574 |  4.82
355.4862 |   7.2506 | 222602 |  5.89
355.5117 |     1.78 | 222603 |   4.5
355.4771 |    57.26 | 222618 |  6.24
355.5617 |  44.9919 | 222641 |  6.57
355.6162 | -15.4478 | 222643 |  5.28
